"station","date","atemp_nValid","atemp_min","atemp_median","atemp_max","atemp_mean","atemp_sd","atemp_iqr","rh_nValid","rh_min","rh_median","rh_max","rh_mean","rh_sd","rh_iqr","bp_nValid","bp_min","bp_median","bp_max","bp_mean","bp_sd","bp_iqr","wspd_nValid","wspd_min","wspd_median","wspd_max","wspd_mean","wspd_sd","wspd_iqr","wdir_nValid","wdir_min","wdir_median","wdir_max","wdir_mean","wdir_sd","wdir_iqr","totpar_nValid","totpar_total","totprcp_nValid","totprcp_total"
"rkbhcmet",2002-01-11,96,10.2,14.35,25.9,16.4697916666667,5.28615111781255,10.175,96,43,82,91,73.2916666666667,16.0976733635423,29.25,96,1019,1021,1023,1021.03125,1.09979064993489,2,96,0.2,1.3,3.7,1.29791666666667,0.672775737510247,0.6,96,1,97,188,94.4479166666667,51.4185855793647,94.5,0,NA,96,0
"rkbhcmet",2002-01-12,96,10.6,17.8,24.2,17.4520833333333,4.71729135408215,9.5,96,50,77.5,95,75.15625,16.017311769326,32.25,96,1016,1019,1021,1018.44791666667,1.77033919834392,3,96,0.2,1.1,4,1.240625,0.835347784490168,0.9,96,55,218,348,209.291666666667,75.5407058850659,127.5,0,NA,96,0
"rkbhcmet",2002-01-13,96,17.2,19.4,23.7,20.1614583333333,1.74122581090489,2.7,96,45,78,95,73.59375,16.1737787304344,30.25,96,1015,1017,1019,1016.78125,1.26660029835362,2,96,0.2,1.7,4.3,1.70833333333333,1.01904668212544,1.4,96,19,167,346,184.135416666667,86.0908479507386,146.75,0,NA,96,0
"rkbhcmet",2002-01-14,96,15.9,20,23.6,19.8010416666667,2.45165872063306,4.775,96,78,90,96,88.5625,5.37011712113775,8.25,96,1016,1017,1019,1017.02083333333,0.870319562201653,1,96,0.2,1.9,5.4,2.08958333333333,1.41841120655372,2.15,96,127,196.5,294,201.135416666667,39.9898986697145,73.25,0,NA,96,6
"rkbhcmet",2002-01-15,96,17.3,20.4,24.6,20.7458333333333,1.76043754529299,2.35,96,70,94.5,96,89.9479166666667,7.62457217666624,11,96,1017,1019,1021,1018.70833333333,1.29709527034481,3,96,0.2,1.4,4.4,1.58541666666667,0.972135919310687,1.3,96,0,110,342,142.25,105.033929355183,188.5,0,NA,96,8.9
"rkbhcmet",2002-01-16,96,14.2,18.3,24.5,18.6947916666667,3.3982153146264,6.75,96,66,89.5,97,84.96875,11.2927113195799,24,96,1020,1022,1023,1021.61458333333,0.838165812846457,1,96,0.2,1.5,4.3,1.58020833333333,0.944860868807418,1.425,96,0,113.5,351,104.916666666667,60.7094316207894,71,0,NA,96,0
"rkbhcmet",2002-01-17,96,16.9,19,27,20.6458333333333,3.56237403593865,6.375,96,65,94,97,88.3958333333333,10.6043478339055,14.5,96,1020,1021,1022,1020.72916666667,0.732395732355077,1,96,0.2,0.9,3.2,0.982291666666667,0.800788399893198,1.2,96,0,139,354,149.760416666667,95.6121270431701,149.75,0,NA,96,0
"rkbhcmet",2002-01-18,96,16.5,19,27.5,20.465625,3.11714539197915,5.25,96,62,88.5,96,83.6770833333333,12.4684821949431,25.25,96,1020,1021,1024,1021.13541666667,1.05251369953996,2,96,0.2,0.9,3.8,1.03645833333333,0.87972720552473,1.3,96,2,54.5,345,97.03125,98.6675921972357,80.25,0,NA,96,0
"rkbhcmet",2002-01-19,96,14.8,19.35,26.6,19.99375,4.30499862461009,9.325,96,68,88,96,84.7291666666667,10.0362282353971,20.5,96,1017,1019,1021,1018.71875,1.15806667383732,2,96,0.2,1.4,4.8,1.71041666666667,1.13132239033672,1.15,96,51,200.5,317,201.3125,54.9699080358853,101.5,0,NA,96,0
"rkbhcmet",2002-01-20,96,19,20.25,27.5,22.0927083333333,2.95247424487779,5.925,96,64,94.5,97,86.8958333333333,12.2151581127425,21,96,1018,1019,1021,1019.11458333333,0.982690095890563,2,96,0.2,0.9,4,1.06666666666667,0.871981007357948,1.3,96,31,224.5,329,208.09375,83.4200629818435,124.5,0,NA,96,0
"rkbhcmet",2002-01-21,96,19.1,21.3,27.6,22.7072916666667,3.15462049737463,6.45,96,70,93.5,97,88.0625,9.88546247886525,18,96,1019,1021,1023,1021.05208333333,1.20847700295317,2,96,0.2,0.8,6.1,1.33958333333333,1.4662145435506,2.1,96,86,240.5,303,217.854166666667,60.3831588871681,111.5,0,NA,96,0
"rkbhcmet",2002-01-22,96,18.6,20.95,28.6,22.3145833333333,3.2621264994242,6.425,96,57,90.5,98,85.9166666666667,13.4341800264272,21.5,96,1022,1023,1026,1023.34375,1.03443984333246,1,96,0.2,1.1,4.8,1.17916666666667,0.839789029480076,0.9,96,22,162,354,167.125,58.731368826297,43.5,0,NA,96,0
"rkbhcmet",2002-01-23,96,18.4,20.65,27.5,22.1958333333333,3.37996937596425,7.05,96,60,85.5,97,82.6770833333333,13.8179858321009,29,96,1022,1023,1025,1023.10416666667,1.0410436733512,2,96,0.2,1.6,6.8,2.02708333333333,1.42898411958814,1.55,96,121,176,302,186.041666666667,37.2849388717035,46.5,0,NA,96,0
"rkbhcmet",2002-01-24,96,17.8,20.75,27.2,22.065625,3.27127298978306,6.45,96,56,91,97,81.7604166666667,15.8132155201818,33.25,96,1018,1020,1022,1019.88541666667,1.5550920884336,3,96,0.2,1.4,7.7,1.89375,1.42110501852756,1.625,96,120,209,300,199.979166666667,42.2556079533684,73.5,0,NA,96,0
"rkbhcmet",2002-01-25,96,16.8,20.35,28.1,21.75625,3.7915643903692,7.325,96,65,92,97,85.9270833333333,11.4278006279854,22,96,1018,1019,1021,1019.17708333333,1.05625746130449,2,96,0.2,0.8,4.3,1.17604166666667,1.03453470768433,1.7,96,0,204.5,346,219.53125,76.9571245120158,125.75,0,NA,96,0
"rkbhcmet",2002-01-26,96,16.2,20.15,30,21.5864583333333,4.4066843913039,8.425,96,49,92,97,83.9166666666667,14.8080111082635,26,96,1020,1021,1023,1021.23958333333,1.02335662011335,2,96,0.2,0.6,4.1,0.891666666666667,0.815722691097857,0.9,96,0,178,343,177.208333333333,91.6961706904833,95.5,0,NA,96,0
"rkbhcmet",2002-01-27,96,17.1,23.1,28.7,22.51875,4.15500490847769,8.325,96,56,86.5,97,82.875,14.0001879686629,28,96,1020,1022,1024,1022.19791666667,1.02207005287429,1,96,0.2,0.8,4.8,1.025,0.996097648986177,1.2,96,0,166.5,354,164.78125,111.004808158073,224.25,0,NA,96,0
"rkbhcmet",2002-01-28,96,18,21.7,29,22.8989583333333,3.32662290561169,5.8,96,58,90,97,83.5729166666667,12.5041002047258,21.5,96,1020,1022,1023,1021.60416666667,1.05110635113841,1,96,0.2,0.9,4.3,1.08958333333333,0.914730810752732,1.1,96,0,164,355,163.0625,92.7250392005139,114.25,0,NA,96,0
"rkbhcmet",2002-01-29,96,17.7,21.3,28.2,22.35,3.34717477096258,6.2,96,63,91.5,97,84.7395833333333,11.9474681675255,22,96,1020,1021,1023,1021.04166666667,0.92811826227692,2,96,0.2,0.8,3.2,0.9125,0.68075035999372,1.1,96,2,170.5,354,173.135416666667,89.172998012635,75,0,NA,96,0
"rkbhcmet",2002-01-30,96,18.9,21.75,28.8,23.0260416666667,3.49228457246653,7.225,96,54,83,97,80.75,14.709824858523,31,96,1020,1021,1023,1021.19791666667,0.958285658615828,2,96,0.2,1.4,5.4,1.71770833333333,1.16799376275071,1.4,96,107,173,292,178.770833333333,35.3825645932143,47.5,0,NA,96,0
"rkbhcmet",2002-01-31,96,18.5,21.6,29.1,22.8635416666667,3.59224661536677,6.85,96,47,82,97,79.6354166666667,16.259164082654,28,96,1020,1021,1024,1021.57291666667,1.05376309798107,1,96,0.2,1.5,6.5,1.75625,1.24619948559399,1.45,96,107,168.5,337,181.677083333333,48.1673606002341,40,0,NA,96,0
"rkbhcmet",2002-02-01,96,18,22.65,28.9,22.7135416666667,3.57169043839458,7,96,60,88,96,84.0833333333333,11.517187765904,23,96,1020,1022,1023,1021.51041666667,0.951395558520182,1,96,0.2,1.3,4,1.359375,0.818931026592466,0.9,96,0,123,355,134.34375,97.6670852410047,110.5,0,NA,96,0
"rkbhcmet",2002-02-02,96,19.4,21.95,29.2,23.1916666666667,3.07508379574886,5.675,96,51,86,93,79.4895833333333,13.8465232509952,20,96,1020,1021,1023,1021.26041666667,0.931832282929054,1.25,96,0.2,1.5,5.4,1.74270833333333,1.14916397910707,1.45,96,5,72,338,73.75,39.6431450236787,38.25,0,NA,96,0
"rkbhcmet",2002-02-03,96,18.6,20.6,24.5,20.9229166666667,1.74600169811617,3.075,96,77,87,96,87.96875,5.96737291223569,11,96,1020,1021,1023,1021.29166666667,0.8067696034076,1,96,0.2,1.3,3.7,1.378125,0.831004860964946,1.125,96,3,54.5,354,81.1354166666667,73.1259360413925,59.25,0,NA,96,0
"rkbhcmet",2002-02-04,96,15.6,18.5,26.5,19.3479166666667,3.3317603744841,5.95,96,38,75.5,93,73.8333333333333,17.0619099730899,31.25,96,1020,1021,1023,1021.0625,0.831137457755461,2,96,0.2,1.7,6.1,2.10104166666667,1.43823684395104,1.5,96,14,57.5,353,63.2291666666667,40.495478413396,37.25,0,NA,96,0
"rkbhcmet",2002-02-05,96,10.3,16.4,24.1,16.871875,4.76150580173961,9.7,96,40,55.5,79,55.8020833333333,10.2254787988958,17.25,96,1022,1023,1025,1023.38541666667,0.977319553049017,1,96,0.2,2.3,6.1,2.56666666666667,1.26054847433185,1.5,96,28,130,254,130.875,48.1727702075943,64.5,0,NA,96,0
"rkbhcmet",2002-02-06,96,13.7,19.95,25.7,19.4375,4.45891773510356,9.45,96,50,79.5,90,72.8958333333333,14.6520910429135,30,96,1019,1021,1023,1021.09375,1.33043819453355,2,96,0.2,2,6.9,2.27291666666667,1.30589587451976,1.4,96,115,175.5,253,181.78125,33.2895441542836,50.5,0,NA,96,0
"rkbhcmet",2002-02-07,96,16.8,21.15,26.6,21.490625,3.20883904649576,5.7,96,73,87,97,85.8958333333333,6.9516816090053,13,96,1016,1018,1020,1017.80208333333,1.11090093041323,2,96,0.2,2.3,7.4,2.59166666666667,1.6771948175869,2.2,96,0,231,352,197.739583333333,91.5803064088007,108.5,0,NA,96,0
"rkbhcmet",2002-02-08,96,12.2,17.85,21.4,17.240625,2.57152742343411,3.825,96,41,55,90,63.8854166666667,17.7110550024059,34,96,1019,1021,1023,1020.82291666667,1.29772912319674,2,96,0.2,1.7,5,1.74479166666667,0.888981651775211,1.1,96,25,82.5,214,87.6979166666667,33.4025274151418,35.5,0,NA,96,0
"rkbhcmet",2002-02-09,96,15.3,20.2,23.4,19.3822916666667,2.60254914677965,4.675,96,52,79,89,77.1145833333333,9.14890823704252,14,96,1020,1021,1023,1021.42708333333,0.644732366615329,1,96,0.2,1.1,3.8,1.20729166666667,0.885823410186866,1.55,96,0,95,354,102.427083333333,75.6558335722287,93.5,0,NA,96,0
"rkbhcmet",2002-02-10,96,17.5,20.8,27,21.434375,3.19775671781263,5.9,96,60,82.5,97,84.34375,8.84584722668749,17,96,1020,1021,1023,1021.125,0.909019135922718,2,96,0.2,1.35,4.8,1.47708333333333,1.14105022415102,1.625,96,2,153.5,355,158.1875,99.1801457741895,179.75,0,NA,96,0
"rkbhcmet",2002-02-11,96,15.3,19.5,24.7,19.540625,3.14249576057998,6.45,96,48,74,92,72.1979166666667,13.6023370992416,23.25,96,1020,1022,1023,1021.42708333333,1.11208473424481,2,96,0.2,1.8,4.8,1.76666666666667,1.03218385415193,1.4,96,38,101,177,102.833333333333,33.7010593825887,48.25,0,NA,96,0
"rkbhcmet",2002-02-12,96,14.2,18.1,27.8,19.3885416666667,3.93087293885258,7.625,96,43,76,92,72.8854166666667,13.2862174662845,25,96,1019,1021,1023,1020.82291666667,1.15161023803667,2,96,0.2,1.45,3.8,1.5125,0.808409744986708,1.1,96,3,63,354,74.65625,65.6758912948155,50,0,NA,96,0
"rkbhcmet",2002-02-13,96,14.2,19.95,26.1,19.5833333333333,3.84963885296343,7.45,96,47,64.5,89,66.625,15.3013587287982,30,96,1018,1020,1022,1020,1.04629672756119,2,96,0.2,1.5,3.7,1.575,0.883771820991678,1.3,96,0,82,354,90.6770833333333,59.3268368831628,47,0,NA,96,0
"rkbhcmet",2002-02-14,96,13.1,18.25,21,17.60625,2.16818199372072,3.1,96,61,70,90,71.4166666666667,6.4296462482156,7,96,1019,1021,1023,1021.21875,1.07804037616018,1,96,0.2,2.4,6.1,2.48541666666667,1.13647461977974,1.5,96,31,100.5,180,104.9375,30.2222687155645,43,0,NA,96,0.3
"rkbhcmet",2002-02-15,96,14.5,20.4,27,20.20625,4.35447289697919,8.425,96,60,77,91,76.5625,8.96286197243058,13.25,96,1018,1020,1023,1020.35416666667,1.1963027839461,2,96,0.2,1.5,5.4,1.66979166666667,1.15112025908555,1.4,96,1,151,355,172.333333333333,88.9575495055652,132.75,0,NA,96,0
"rkbhcmet",2002-02-16,96,15.7,18.9,19.9,18.5958333333333,1.10529030877262,1.3,96,87,94,97,93.8854166666667,1.8172842182291,2,96,1017,1018,1020,1018.23958333333,0.867480218693522,1.25,96,0.2,0.6,3.7,0.909375,0.76448512084932,1.3,96,0,85.5,325,95.1666666666667,63.0863512916879,64,0,NA,96,43.7
"rkbhcmet",2002-02-17,96,12.3,15.55,23,17.034375,3.34496725261289,6.4,96,39,76.5,97,74.1770833333333,20.9661354979714,43.5,96,1017,1019,1021,1018.95833333333,1.12312221453052,2,96,0.2,1.5,5.6,1.86458333333333,1.29289387089719,2,96,7,58,121,55.3333333333333,24.5617017525752,30.5,0,NA,96,0
"rkbhcmet",2002-02-18,96,9.8,15.95,23.3,16.3125,4.87118811833525,10.275,96,38,64.5,83,59.28125,15.7598444588905,31.25,96,1020,1022,1025,1022.3125,1.54451491277665,3,96,0.2,2.6,5.6,2.6625,1.08232206511351,1.225,96,54,119.5,170,117.916666666667,29.1047714180724,42.25,0,NA,96,0
"rkbhcmet",2002-02-19,96,10.7,17.05,24.1,17.2760416666667,4.64329159091324,9.15,96,43,73.5,89,67.4166666666667,15.8716341921626,31.25,96,1022,1024,1025,1023.55208333333,1.02464157190561,1,96,0.5,2,7.8,2.403125,1.3925707484626,1.25,96,91,161.5,279,162.447916666667,28.5003674183765,27.5,0,NA,96,0
"rkbhcmet",2002-02-20,96,13.4,20.3,25.8,19.678125,4.61136360983443,9.525,96,48,79,91,73.3229166666667,13.8484236546727,28,96,1018,1021,1023,1020.6875,1.53082365170897,3,96,0.2,1.5,7.7,2.09375,1.65763385583186,1.6,96,72,190,316,196.291666666667,43.3385489438837,76,0,NA,96,0
"rkbhcmet",2002-02-21,96,16.7,20.35,27.5,21.3166666666667,3.59539666698717,7.05,96,54,90,96,83.34375,12.8118597401002,22,96,1016,1018,1020,1017.83333333333,1.022552705286,2,96,0.2,1.4,5.6,1.58854166666667,1.20576420769627,1.9,96,131,235.5,335,228.53125,47.4334887528122,64.75,0,NA,96,0
"rkbhcmet",2002-02-22,96,17.8,19.4,27.2,21.2322916666667,3.34218632482161,6.475,96,66,84.5,97,84.6979166666667,11.0578572128759,23,96,1012,1014,1017,1013.92708333333,1.54405339195022,2.25,96,0.2,1.35,7.4,1.896875,1.59996402097705,2.2,96,1,202,334,184.208333333333,76.8133646083554,110.5,0,NA,96,0
"rkbhcmet",2002-02-23,96,14.5,17.8,20.8,17.5145833333333,1.75193001342229,3.375,96,86,95,97,93.2604166666667,3.66561488104525,8,96,1008,1010,1018,1011.03125,2.96453821734604,4,96,0.2,1.9,6.3,2.09270833333333,1.3001412710015,1.75,96,6,119,354,131.333333333333,89.1323872458286,107.25,0,NA,96,19.8
"rkbhcmet",2002-02-24,96,11.5,14.95,22.4,16.3208333333333,3.43262724812372,6.475,96,45,86,94,76.4791666666667,15.9195207324491,30,96,1017,1021,1023,1020.47916666667,1.83520637971329,3,96,0.2,1.9,4.4,1.95208333333333,0.994297336304617,1.5,96,1,56.5,271,62.4375,38.6849113792581,50,0,NA,96,0
"rkbhcmet",2002-02-25,96,9.9,16.8,24.2,16.75625,5.13901101482827,11.5,96,50,84.5,96,77.78125,15.5747454993146,30.5,96,1020,1022,1024,1021.875,1.29979755508715,2,96,0.2,1.4,3.3,1.37604166666667,0.737955182160267,1.025,96,3,145,355,158.802083333333,93.6297995513986,62.5,0,NA,96,0
"rkbhcmet",2002-02-26,96,13.6,18.3,28.1,19.4395833333333,4.36467830047836,8.075,96,45,85.5,97,78.2291666666667,17.059943337147,32.25,96,1017,1019,1021,1018.60416666667,1.20069424362186,2,96,0.2,0.9,2.8,1.02916666666667,0.706498655962765,0.9,96,0,118.5,355,139.75,115.477954150292,177.75,0,NA,96,0
"rkbhcmet",2002-02-27,96,8.5,16.9,19.1,15.88125,3.06924686458901,3.925,96,60,76.5,91,77.3020833333333,10.1857690112665,20,96,1016,1020,1023,1019.09375,2.15737718440459,4,96,0.2,2.1,9.1,2.76875,1.89088186054188,2.7,96,0,54.5,354,106.5625,117.597691751425,54.5,0,NA,96,0.6
"rkbhcmet",2002-02-28,96,4.1,14.6,19.2,12.0072916666667,5.25233271066378,10.275,96,40,67,81,63.4375,13.7693882446381,27,96,1022,1023,1025,1023.17708333333,0.994667801372759,2,96,0.2,2.2,5,2.18333333333333,0.948979137551913,1.4,96,32,103,264,107.25,42.5438473503328,58.5,0,NA,96,0
"rkbhcmet",2002-03-01,96,13.5,20.15,24.9,18.8208333333333,3.99491562829467,8.525,96,56,74,81,70.7708333333333,7.98746276382612,16,96,1020,1022,1024,1022.04166666667,1.35271008032154,2,96,1.1,3,8.4,3.36354166666667,1.5056469000796,1.95,96,84,156.5,255,154.145833333333,29.5599227855507,36.75,0,NA,96,0
"rkbhcmet",2002-03-02,96,20.1,22.7,27.2,23.1875,2.49851534863575,5.125,96,65,80.5,90,78.0625,7.70210155873399,14,96,1017,1018,1021,1018.20833333333,0.893445921158683,1,96,0.9,3.2,8.9,3.64583333333333,1.69543763433806,2.4,96,134,214.5,309,213.333333333333,32.6411644099148,38.25,0,NA,96,0
"rkbhcmet",2002-03-03,96,21.2,23.15,28.4,24.1802083333333,2.32780085021155,4.725,96,67,88,96,84.3020833333333,9.26807740429102,19,96,1016,1017,1018,1016.875,0.849148179989186,2,96,0.8,2.6,7.3,3.04791666666667,1.51017455712327,1.825,96,151,241.5,312,241.5625,32.322979441877,39.5,0,NA,96,0
"rkbhcmet",2002-03-04,96,11.1,16.7,23.7,17.003125,3.98212990152652,6.05,96,45,75.5,94,73.75,16.3662039452937,35.25,96,1017,1024,1027,1022.19791666667,3.56184396852815,7,96,0.2,2.2,5.6,2.328125,1.21149782240176,1.525,96,2,65,354,101.5625,86.5194608470439,53,0,NA,96,1.8
"rkbhcmet",2002-03-05,96,7.9,14.45,19.7,13.9364583333333,4.33536545637745,8.575,96,49,61,68,59.1875,5.42181267027725,9.25,96,1026,1027,1030,1027.46875,1.15122932006113,1,96,0.8,3.9,8.6,3.90625,1.77324041769506,2.55,96,14,106,186,105.625,31.759706348901,39,0,NA,96,0
"rkbhcmet",2002-03-06,96,13.8,18.3,23,17.7135416666667,3.0235434002148,5.925,96,62,74.5,81,73.1979166666667,4.66480617675233,8,96,1023,1025,1028,1024.84375,1.3324147054759,2,96,0.3,2.85,8,3.18229166666667,1.32466438980371,1.4,96,59,137.5,268,136,33.6761668027452,44.25,0,NA,96,0
"rkbhcmet",2002-03-07,96,16.2,17.9,22.6,18.553125,1.92057848330296,2.675,96,78,88,96,88.0416666666667,5.94167558622396,11.25,96,1020,1022,1024,1021.60416666667,0.787790603579225,1,96,0.2,1.7,4.3,1.85208333333333,0.933243260064674,1.2,96,9,141,348,145.875,56.4836725360338,37,0,NA,96,15.4
"rkbhcmet",2002-03-08,96,16.4,21.25,27.7,21.46875,3.95517815155352,7.925,96,55,86,97,82.6354166666667,14.0376334725185,27,96,1020,1021,1023,1021.32291666667,1.0612285994784,2,96,0.2,1.3,5,1.46875,1.03428719415837,1.3,96,1,138,354,137.916666666667,79.8529789401374,70.25,0,NA,96,0
"rkbhcmet",2002-03-09,96,16.5,20.8,28.9,21.6760416666667,3.90348682972347,7.725,96,52,82,97,80.53125,13.6497180422007,27,96,1022,1023,1025,1023.07291666667,0.823916087534553,2,96,0.2,1.4,4.3,1.6,1.0082814978702,1.4,96,12,127,353,125.552083333333,86.9513923246372,106,0,NA,96,0
"rkbhcmet",2002-03-10,96,17.1,20.35,29.5,21.5239583333333,3.93325216426805,7.3,96,51,87,96,81.3854166666667,13.1207908873197,22.25,96,1021,1023,1025,1023.14583333333,1.12370783491333,1,96,0.2,1.35,5,1.64791666666667,1.16799235457724,1.425,96,1,68.5,354,81.5416666666667,67.8636274437534,63.5,0,NA,96,0
"rkbhcmet",2002-03-11,96,16.7,21.35,29.1,21.9760416666667,4.02972494272687,7.4,96,41,80,96,76.3854166666667,16.8756253945192,30,96,1019,1021,1023,1021.09375,1.38471448700673,2,96,0.2,1.7,5,1.76770833333333,1.09202803045446,1.4,96,46,145,355,163.072916666667,75.4342159963399,60.75,0,NA,96,0
"rkbhcmet",2002-03-12,96,17.1,21.9,28.4,22.459375,3.69732700388865,7.2,96,58,86,96,81.1145833333333,12.812715552316,24.25,96,1015,1018,1020,1017.6875,1.41653766182492,3,96,0.2,1.8,5.8,2.21979166666667,1.39522643260713,1.9,96,81,234,317,216.75,66.1907928086043,124.25,0,NA,96,0
"rkbhcmet",2002-03-13,96,20.6,21.65,28.4,23.3583333333333,2.60855542465725,4.9,96,65,87,94,82.90625,9.68784167478957,19.25,96,1014,1016,1018,1016,1.01566675015402,2,96,0.2,2.2,6.5,2.33854166666667,1.24023510433913,1.525,96,1,278,352,235.75,110.928426426564,70.25,0,NA,96,0
"rkbhcmet",2002-03-14,96,16.1,20.45,29,22.0041666666667,4.2676732639366,8.225,96,52,86.5,97,78.9375,16.3261575715975,33,96,1016,1018,1020,1017.98958333333,1.2353971589537,2,96,0.2,0.6,3.8,0.822916666666667,0.745439350022122,0.95,96,1,177.5,352,198.125,104.462660163434,197,0,NA,96,0
"rkbhcmet",2002-03-15,96,17.1,24.05,30.4,23.3645833333333,4.61391440539927,9.65,96,47,84,95,79.25,14.5225777036274,26.25,96,1018,1019,1021,1019.09375,0.883511236636613,2,96,0.2,1.4,5.9,1.88854166666667,1.35202536504287,2,96,89,208,314,205.979166666667,57.7267573034544,92.5,0,NA,96,0
"rkbhcmet",2002-03-16,96,19,22.4,30,23.6916666666667,3.4124128418919,5.775,96,55,84,96,79.46875,14.5724708918816,28,96,1019,1020,1022,1020.47916666667,0.917423929634859,1,96,0.2,1.4,5,1.60416666666667,1.27452089381537,2,96,3,187.5,351,206.375,80.6090304461832,129.25,0,NA,96,0
"rkbhcmet",2002-03-17,96,17.4,22.4,30.1,23.2854166666667,4.1979689115638,8.3,96,41,80,93,73.1458333333333,17.086762599754,33.25,96,1019,1021,1023,1020.94791666667,0.988031447045527,2,96,0.2,1.3,3.8,1.51458333333333,0.976026225560797,1.2,96,0,145.5,354,165.697916666667,94.9321219877009,69.25,0,NA,96,0
"rkbhcmet",2002-03-18,96,17.7,23.55,30.4,23.509375,4.09392561897309,7.95,96,53,83,96,79.5104166666667,12.4790306570803,21,96,1020,1021,1022,1020.77083333333,0.814075732500124,1,96,0.2,1.35,5.8,1.67291666666667,1.28386580432254,1.925,96,84,187,330,212.927083333333,66.7392798080579,121,0,NA,96,0
"rkbhcmet",2002-03-19,96,17.9,23,29.1,23.5458333333333,3.49396221070357,6.55,96,48,80,96,75.2916666666667,15.996655352171,31.25,96,1018,1019,1021,1019.02083333333,0.905877494525457,2,96,0.2,1.4,6.3,1.87604166666667,1.35869479099896,1.775,96,6,175,331,189.520833333333,71.1222785684762,83.5,0,NA,96,0
